String,Ref. Ten. (lbs),Swing Speed,Material,Stiffness (lb/in),Tension Loss (%),Spin Potential
Yonex Poly Tour Pro Yellow 16 (1.30),62,Medium,Polyester,228.0,45.7,3.4
Yonex Poly Tour Pro Yellow 16L (1.25),62,Medium,Polyester,210.3,50.2,
Yonex Poly Tour Spin G 1.25,62,Medium,Polyester,273.2,20.0,4.8
Gamma Poly Z 16,62,Medium,Polyester,245.7,45.5,5.4
Signum Pro Poly-Plasma 16L,62,Medium,Polyester,286.3,33.6,4.7
Signum Pro Poly-Plasma 17L (1.18),62,Medium,Polyester,245.7,37.6,5.0
Signum Pro Poly-Plasma Pure 16L,62,Medium,Polyester,287.5,37.6,5.6
Signum Pro Poly-Plasma Pure 17 (1.23),62,Medium,Polyester,252.6,39.9,5.2
Signum Pro Poly-Plasma Pure 17L (1.18),62,Medium,Polyester,241.2,41.1,
Gosen Polylon 16,62,Medium,Polyester,266.3,43.3,4.1
Gosen Polylon 17 (1.24),62,Medium,Polyester,268.6,41.5,4.3
Gosen Polylon Comfort 16,62,Medium,Polyester,254.3,43.5,5.5
Gosen Polylon PolyBreak 17 (1.24),62,Medium,Polyester,243.5,41.6,4.2
Gosen Polylon PolyBreak 18 (1.20),62,Medium,Polyester,222.9,46.3,4.8
Gosen Polylon SP 16 (1.30),62,Medium,Polyester,240.6,46.1,4.0
Gosen Polylon SP 17 (1.24),62,Medium,Polyester,236.6,43.2,4.6
Gosen Polymaster I 16,62,Medium,Polyester,236.0,41.6,4.7
Gosen Polymaster II 16,62,Medium,Polyester,229.7,43.9,5.1
Tecnifibre Polyspin 16L,62,Medium,Polyester,288.0,33.0,3.8
Pacific Power Line 16L,62,Medium,Nylon,180.0,19.1,3.4
Pacific Power Line 17,62,Medium,Nylon,210.9,19.4,3.5
Mantis Power Poly 17,62,Medium,Polyester,263.5,38.5,4.8
Pacific Power Twist 16L,62,Medium,Nylon,195.5,20.4,3.2
Volkl Power-Fiber II 16,62,Medium,Nylon,178.9,21.8,3.2
Volkl Power-Fiber II 17,62,Medium,Nylon,188.0,17.9,2.7
Volkl Power-Fiber II 18,62,Medium,Nylon,187.5,17.4,2.9
Gosen Powermaster I 16,62,Medium,Nylon,190.9,21.3,3.9
Gosen Powermaster II 16,62,Medium,Nylon,183.5,19.7,3.7
Prince Premier Control 15,62,Medium,Nylon,176.0,16.1,4.6
Prince Premier Control 15L,62,Medium,Nylon,175.5,16.1,4.6
Prince Premier Control 16,62,Medium,Nylon,182.3,16.5,5.4
Prince Premier Control 17,62,Medium,Nylon,170.3,17.1,4.7
Prince Premier LT 17,62,Medium,Nylon,178.3,27.2,3.3
Prince Premier LT 18,62,Medium,Nylon,174.9,31.8,3.5
Prince Premier Power 16,62,Medium,Nylon,167.4,17.9,4.6
Prince Premier Power 17,62,Medium,Nylon,160.6,17.2,4.3
Prince Premier Power 18,62,Medium,Nylon,158.9,18.0,5.0
Prince Premier Touch 15L,62,Medium,Nylon,161.7,16.6,4.4
Prince Premier Touch 16,62,Medium,Nylon,157.7,16.6,4.1
Prince Premier Touch 17,62,Medium,Nylon,141.7,17.6,4.2
Prince Premier W/ Softflex 17,62,Medium,Nylon,173.2,20.5,3.2
Prince Premier W/Softflex 16,62,Medium,Nylon,176.6,20.6,3.3
L-Tec Premium 3S 16L (1.25),62,Medium,Polyester,264.0,26.7,4.0
L-Tec Premium 4S 16L (1.25),62,Medium,Polyester,276.6,26.1,6.7
L-Tec Premium 5S 16L (1.25),62,Medium,Polyester,265.2,30.4,4.0
L-Tec Premium OS 17 (1.23),62,Medium,Polyester,269.2,27.1,4.1
Pacific Premium Power X 16L,62,Medium,Nylon,207.5,18.1,3.3
L-Tec Premium Pro OS 16L,62,Medium,Polyester,302.3,22.0,4.3
Pacific Prime Natural Gut 16,62,Medium,Gut,88.6,13.2,4.4
Pacific Prime Natural Gut 16L,62,Medium,Gut,96.0,11.8,
Babolat Pro Hurricane 16,62,Medium,Polyester,250.3,35.1,
Babolat Pro Hurricane 17,62,Medium,Polyester,234.9,37.6,3.1
Babolat Pro Hurricane 18,62,Medium,Polyester,213.2,38.1,3.3
Babolat Pro Hurricane Tour 16,62,Medium,Polyester,306.9,34.9,5.1
Babolat Pro Hurricane Tour 17,62,Medium,Polyester,289.8,36.6,5.2
Kirschbaum Pro Line I 1.30,62,Medium,Polyester,294.9,41.2,4.4
Kirschbaum Pro Line I 17 (1.25),62,Medium,Polyester,276.6,41.4,4.1
Kirschbaum Pro Line I 17L (1.20),62,Medium,Polyester,265.7,41.4,3.9
Kirschbaum Pro Line I 18L (1.15),62,Medium,Polyester,254.9,37.3,4.4
Kirschbaum Pro Line II 1.30,62,Medium,Polyester,250.9,38.3,5.7
Kirschbaum Pro Line II 17 (1.25),62,Medium,Polyester,254.3,37.3,4.7
Kirschbaum Pro Line II 17L (1.20),62,Medium,Polyester,238.9,39.7,4.8
Kirschbaum Pro Line II 18 (1.15),62,Medium,Polyester,223.5,43.0,4.5
Kirschbaum Pro Line X 16 (1.30),62,Medium,Polyester,292.6,24.7,5.1
Kirschbaum Pro Line X 17 (1.25),62,Medium,Polyester,273.2,33.1,4.8
Tecnifibre Pro Mix 16,62,Medium,Nylon/Polyester,194.3,31.0,2.6
Tecnifibre Pro Mix 17,62,Medium,Nylon/Polyester,211.5,27.5,3.7
Tecnifibre Pro Red Code 16,62,Medium,Polyester,293.2,30.2,4.9
Tecnifibre Pro Red Code 17,62,Medium,Polyester,277.2,34.1,4.8
Tecnifibre Pro Red Code 18,62,Medium,Polyester,273.2,34.3,5.0
Gamma Prodigy 16,62,Medium,Nylon,189.2,21.3,3.5
Gamma Professional 16,62,Medium,Nylon/Zyex,173.7,23.5,2.4
Gamma Professional 17,62,Medium,Nylon,181.2,21.2,2.8
IsoSpeed Professional Classic 17,62,Medium,Polyolefin,148.0,23.1,1.6
Gamma Professional Spin 16,62,Medium,Nylon/Zyex,199.5,21.5,2.7
IsoSpeed Pulse 16,62,Medium,Polyester,216.6,51.1,4.7
IsoSpeed Pulse 17,62,Medium,Polyester,209.7,47.5,
SuperString Pure Control V8 17,62,Medium,Polyester,217.2,40.0,
IsoSpeed Pyramid 16,62,Medium,Polyester,236.0,47.4,7.0
Y-Tex Quadro Twist 16L,62,Medium,Polyester,230.9,34.4,6.2
Tourna Quasi-Gut 16,62,Medium,Nylon,201.7,22.1,0.0
Double AR Raptor 1.27,62,Medium,Polyester,272.0,19.9,5.3
Tecnifibre Razor Code 16 (1.30),62,Medium,Polyester,296.6,23.6,4.2
Wilson Reaction 16,62,Medium,Nylon,176.0,23.9,2.4
Prince Recoil 16,62,Medium,Nylon,212.0,21.1,3.4
Wilson Red Alert 16,62,Medium,Nylon,227.5,15.9,3.0
Head Reflex MLT 16 (1.30),62,Medium,Nylon,192.6,19.4,5.1
Gamma Revelation 16,62,Medium,Nylon/Zyex,191.5,21.5,
Babolat Revenge 16,62,Medium,Polyester,329.8,31.7,
Babolat Revenge 17,62,Medium,Polyester,294.3,38.5,
Solinco Revolution 16,62,Medium,Polyester,277.7,39.4,6.4
Solinco Revolution 17,62,Medium,Polyester,238.9,42.1,6.6
Wilson Revolve 17 (1.25),62,Medium,Polyester,226.3,31.4,7.7
Head RIP Control 16,62,Medium,Nylon/Polyolefin,180.6,20.3,2.6
Head RIP PerfectPower 16,62,Medium,Nylon/Polyolefin,179.5,20.4,2.3
Wilson Ripspin 15,62,Medium,Polyester,272.0,33.0,4.9
Wilson Ripspin 16,62,Medium,Polyester,266.9,29.4,5.2
Wilson Ripspin 17,62,Medium,Polyester,260.0,27.6,5.2
Babolat RPM Blast 16,62,Medium,Polyester,304.6,35.3,4.5
Babolat RPM Blast 17/1.25,62,Medium,Polyester,278.3,23.7,4.6
Babolat RPM Dual 16,62,Medium,Polyester,277.2,26.7,4.6
Babolat RPM Team 16 Black,62,Medium,Polyester,333.8,16.9,3.9
RS RS Lyon 17,62,Medium,Polyester,232.6,27.9,5.4
Gamma RZR Rx 16,62,Medium,Polyester,240.0,24.8,3.9
Dunlop S-Gut 17,62,Medium,Nylon/Polyurethane,197.2,19.1,3.1
Luxilon Savage 16/1.27,62,Medium,Polyester,302.3,34.2,3.4
Klip Scorcher 16/1.30,62,Medium,Nylon,194.9,20.6,3.2
Weiss Cannon Scorpion 1.22,62,Medium,Polyester,237.2,41.1,4.0
Weiss Cannon Scorpion 1.33,62,Medium,Polyester,280.0,38.8,4.2
Wilson Sensation 16,62,Medium,Nylon,204.0,17.9,3.5
Wilson Sensation 17,62,Medium,Nylon,185.2,21.5,3.6
Wilson Sensation Supreme 16,62,Medium,Nylon,173.7,24.4,3.0
Babolat SG SpiralTek 16,62,Medium,Nylon,182.3,11.8,4.1
Wilson SGX 16,62,Medium,Nylon,192.6,18.8,3.1
Wilson Shock Shield 16,62,Medium,Nylon,188.6,26.5,2.3
Gosen Sidewinder 17,62,Medium,Polyester,209.2,39.2,4.6
Dunlop Silk 16 (1.30),62,Medium,Nylon,184.6,22.2,3.4
Dunlop Silk 17,62,Medium,Nylon,161.7,25.8,3.5
Weiss Cannon Silverstring 1.25,62,Medium,Polyester,230.9,41.6,3.8
Weiss Cannon Silverstring 120,62,Medium,Polyester,194.9,51.8,3.7
Diadem Solstice Power 16 (1.30),62,Medium,Polyester,236.6,23.5,8.1
Diadem Solstice Power 17 (1.20),62,Medium,Polyester,226.9,24.4,8.6
Diadem Solstice Pro 16L (1.25),62,Medium,Polyester,212.0,27.9,7.3
Head Sonic Pro 16,62,Medium,Polyester,218.9,46.8,4.2
Head Sonic Pro 17,62,Medium,Polyester,228.6,46.1,3.9
Head Sonic Pro Edge 16,62,Medium,Polyester,244.0,34.3,4.8
Kirschbaum Spiky Shark 16,62,Medium,Polyester,268.0,39.8,7.5
Kirschbaum Spiky Shark 17,62,Medium,Polyester,270.3,39.3,7.4
Wilson Spin Cycle 16L,62,Medium,Polyester,265.2,30.0,4.2
Wilson Stamina 16,62,Medium,Nylon,222.9,18.1,3.0
Poly Star Strike 16 (1.30),62,Medium,Polyester,245.7,45.7,5.1
Poly Star Strike 16L (1.25),62,Medium,Polyester,237.7,47.7,4.8
Babolat Super Fine Play 16,62,Medium,Nylon,222.9,18.5,3.8
Kirschbaum Super Smash 16/1.30,62,Medium,Polyester,281.8,42.7,5.3
Kirschbaum Super Smash 17 (1.25),62,Medium,Polyester,285.8,38.9,5.7
Kirschbaum Super Smash Spiky 1.20,62,Medium,Polyester,254.9,42.5,5.1
Kirschbaum Super Smash Spiky 16/1.30,62,Medium,Polyester,283.5,42.6,5.0
Kirschbaum Super Smash Spiky 17 (1.25),62,Medium,Polyester,286.3,40.4,5.2
LaserFibre Supernatural Gut Pro Stock 16,62,Medium,Nylon,194.3,22.8,
Forten Sweet 16,62,Medium,Nylon,224.6,19.7,3.4
Prince Syn Gut Original 16,62,Medium,Nylon,214.3,18.1,2.9
Prince Syn Gut Original 17,62,Medium,Nylon,207.5,15.2,3.8
Gamma Synthetic Gut 16,62,Medium,Nylon,228.0,18.3,3.6
Ashaway Synthetic Gut 16,62,Medium,Nylon,193.7,22.4,4.6
Volkl Synthetic Gut 16,62,Medium,Nylon,204.0,17.9,5.1
Dunlop Synthetic Gut 16,62,Medium,Nylon,213.2,20.4,3.9
Klip Synthetic Gut 16,62,Medium,Nylon,193.7,22.1,4.2
Head Synthetic Gut 16,62,Medium,Nylon,217.2,19.2,3.6
Prince Synthetic Gut 16 Duraflex,62,Medium,Nylon,205.7,16.9,
Volkl Synthetic Gut 17,62,Medium,Nylon,193.7,20.2,5.2
Prince Synthetic Gut 17 Duraflex,62,Medium,Nylon,217.2,18.7,
Prince Synthetic Gut 18 Duraflex,62,Medium,Nylon,195.5,17.1,3.6
Wilson Synthetic Gut Extreme 17,62,Medium,Nylon,212.6,16.5,2.8
Prince Synthetic Gut Multifilament 16,62,Medium,Nylon,202.9,20.2,2.7
Prince Synthetic Gut Multifilament 17,62,Medium,Nylon,196.0,19.3,3.1
Head Synthetic Gut PPS 16,62,Medium,Nylon,191.5,22.0,3.9
Polyfibre TCS 16/1.30,62,Medium,Polyester,226.9,54.2,4.4
Polyfibre TCS 16L,62,Medium,Polyester,231.5,52.0,3.8
Polyfibre TCS 17,62,Medium,Polyester,226.9,50.4,4.2
Polyfibre TCS 18 (1.15),62,Medium,Polyester,218.3,48.1,
Polyfibre TCS Rapid 16L/1.25,62,Medium,Polyester,225.7,49.8,4.3
Gosen TecGut Remplir 16,62,Medium,Nylon/Polyurethane,178.3,32.2,4.6
Tecnifibre TGV 16,62,Medium,Nylon/Polyurethane,194.3,21.7,3.1
Tecnifibre TGV 17/1.25,62,Medium,Nylon/Polyurethane,198.9,17.8,3.0
Gamma TNT2 16,62,Medium,Nylon,206.3,19.1,3.2
Gamma TNT2 Pro Plus 16,62,Medium,Nylon,185.2,23.1,3.1
Gamma TNT2 Rx 16,62,Medium,Nylon,188.0,21.2,4.5
Gamma TNT2 Touch 16,62,Medium,Nylon,198.9,21.7,3.4
Babolat Tonic + Natural Gut 16,62,Medium,Gut,101.7,12.6,
Prince Topspin Plus 16,62,Medium,Nylon,198.9,17.2,5.3
Prince Topspin W/ Duraflex 15L,62,Medium,Nylon,208.0,15.0,3.5
Signum Pro Tornado 16,62,Medium,Polyester,288.6,34.6,5.1
Signum Pro Tornado 17 (1.23),62,Medium,Polyester,272.6,34.3,4.8
Kirschbaum Touch Multifibre 16,62,Medium,Nylon,185.2,20.9,4.1
Kirschbaum Touch Multifibre 17 (1.25),62,Medium,Nylon,200.0,19.6,3.5
Kirschbaum Touch Turbo 1.30,62,Medium,Polyester,281.2,42.3,5.3
Kirschbaum Touch Turbo 16L (1.275),62,Medium,Polyester,248.0,44.6,5.4
Kirschbaum Touch Turbo 17 (1.25),62,Medium,Polyester,264.6,40.9,5.2
Pacific Tough Gut 16,62,Medium,Gut,110.3,16.8,1.8
Pacific Tough Gut 16L,62,Medium,Gut,98.9,11.6,
Prince Tour 16,62,Medium,Polyester,272.0,44.8,3.1
Prince Tour 17,62,Medium,Polyester,256.6,43.6,3.4
Solinco Tour Bite 16,62,Medium,Polyester,252.6,40.4,6.7
Solinco Tour Bite 16 Soft,62,Medium,Polyester,245.2,40.8,6.9
Solinco Tour Bite 16L (1.25),62,Medium,Polyester,285.2,21.0,5.9
Solinco Tour Bite 17,62,Medium,Polyester,226.9,42.5,6.3
Solinco Tour Bite 18 (1.15),62,Medium,Polyester,218.3,44.8,5.8
Solinco Tour Bite Diamond Rough 16 (1.30),62,Medium,Polyester,244.0,38.5,4.9
Solinco Tour Bite Diamond Rough 16L (1.25),62,Medium,Polyester,240.6,33.9,5.4
Solinco Tour Bite Diamond Rough 17 (1.20),62,Medium,Polyester,225.7,35.7,4.3
Dunlop Tour Performance 16,62,Medium,Nylon,182.3,20.6,4.1
Super String Tour Players V3 17 (1.20),62,Medium,Polyester,240.6,39.6,
Prince Tour XC 15L,62,Medium,Polyester,253.2,33.4,5.5
Prince Tour XC 16L,62,Medium,Polyester,250.3,25.7,5.5
Prince Tour XC 17L,62,Medium,Polyester,250.3,25.7,5.9
Prince Tour XP 15L,62,Medium,Polyester,229.7,35.2,5.2
Prince Tour XP 16,62,Medium,Polyester,236.0,31.0,5.5
Prince Tour XS 1.35,62,Medium,Polyester,229.7,32.2,5.0
Prince Tour XS 16,62,Medium,Polyester,230.9,31.5,5.5
Prince Tour XT 18,62,Medium,Polyester,222.3,34.5,6.4
Yonex Tournament 50 16L,62,Medium,Nylon,191.5,19.8,
Yonex Tournament 80 Spin 15L-16,62,Medium,,193.2,20.3,
Prince Tournament Nylon 15L,62,Medium,Nylon,211.5,17.2,3.1
Prince Tournament Poly 16,62,Medium,Polyester,286.3,40.3,0.0
Prince Tournament Poly 17,62,Medium,Polyester,264.6,42.1,
Poly Star Turbo 16 (1.30),62,Medium,Polyester,253.7,50.5,5.3
Poly Star Turbo 16L (1.25),62,Medium,Polyester,249.2,48.1,5.0
Weiss Cannon Turbotwist 17 (1.24),62,Medium,Polyester,273.7,36.2,4.2
Weiss Cannon Turbotwist 17L (1.18),62,Medium,Polyester,266.9,35.4,4.8
Double AR Twice Dragon(1.30),62,Medium,Polyester,221.7,45.1,7.2
Double AR Twice Shark (1.25),62,Medium,Polyester,200.0,51.0,5.7
Prince Twisted 16L,62,Medium,Polyester,294.9,37.0,3.7
Head Ultra Tour 16,62,Medium,Polyester,236.6,39.0,4.5
Head Ultratour 17,62,Medium,Polyester,255.5,33.4,4.1
Volkl V-Pro 16,62,Medium,Polyester,289.8,30.5,5.0
Volkl V-Pro 17,62,Medium,Polyester,243.5,41.5,5.1
Volkl V-Pro 18,62,Medium,Polyester,273.2,31.7,4.9
Volkl V-Star 16 (1.30),62,Medium,Polyester,240.6,41.3,6.9
Volkl V-Torque 16,62,Medium,Polyester,211.5,40.9,5.6
Solinco Vanquish 16,62,Medium,Nylon,192.0,18.3,3.9
Klip Venom 16/1.30,62,Medium,Nylon,205.2,17.4,2.3
Polyfibre Viper 16L/1.25,62,Medium,Polyester,234.3,51.2,
Polyfibre Viper 17/1.20,62,Medium,Polyester,225.2,51.0,3.9
SuperString Viper V2 Rough 16L,62,Medium,Polyester,237.2,37.5,5.0
SuperString VooDoo Tour V9 17,62,Medium,Nylon/Polyester,186.9,28.7,
Babolat VS Natural Team Gut 17 (1.25),62,Medium,Gut,100.6,13.8,0.0
Babolat VS Natural ThermoGut 16 Touch,62,Medium,Gut,101.2,17.1,2.7
Gamma WearGuard Synthetic Gut 16,62,Medium,Nylon,193.7,21.0,2.8
Double AR WTS 25 (1.25),62,Medium,Polyester,219.5,47.6,7.3
Pacific X Force 17,62,Medium,Polyester,274.3,33.1,4.5
Pacific X Force 18,62,Medium,Polyester,262.9,37.1,4.7
Tecnifibre X-Code 16,62,Medium,Polyester,248.0,31.9,2.0
Dunlop X-Life Synthetic 15L,62,Medium,Nylon,210.9,19.1,3.5
Tecnifibre X-One Biphase 16,62,Medium,Nylon/Polyurethane,189.7,14.1,1.6
Tecnifibre X-One Biphase 17,62,Medium,Nylon/Polyurethane,186.3,14.5,2.1
Tecnifibre X-One Biphase 18,62,Medium,Nylon,180.0,17.8,1.6
Babolat Xcel 16,62,Medium,Nylon,181.7,16.6,3.0
Babolat Xcel Power 16,62,Medium,Nylon,192.0,16.4,3.8
Babolat Xcel Power 17,62,Medium,Nylon,165.7,18.8,3.6
Babolat Xcel Premium 17,62,Medium,Nylon,174.3,18.0,0.0
Tecnifibre XR3 16,62,Medium,Nylon/Polyurethane,198.9,17.7,2.9
Tecnifibre XR3 17,62,Medium,Nylon/Polyurethane,185.7,16.9,3.0
Gamma Zo Black Ice 17 (1.23),62,Medium,Polyester,277.2,33.9,3.7
Gamma Zo Black Ice 18 (1.18),62,Medium,Polyester,246.9,35.9,4.0
Gamma Zo Ice 16,62,Medium,Polyester,273.2,35.8,4.2
Gamma Zo Magic 16,62,Medium,Polyester,290.9,29.9,4.1
Gamma Zo Power 16L,62,Medium,Polyester,258.3,45.5,2.9
Gamma Zo Tour 16,62,Medium,,283.5,43.2,3.8
Gamma Zo Tour 17 (1.25),62,Medium,Polyester,262.9,42.4,3.7
Gamma Zo Tour Rough 16,62,Medium,Polyester,237.2,39.5,6.1
Gamma Zo Twist 16,62,Medium,Polyester,226.3,42.6,4.7
Gamma Zo Verve 17,62,Medium,Polyester,266.3,23.1,6.1
